Message stats for scenario BubbleRap_TTL10
sim_time: 259200.0000
Y2294(CreateFrom:n50,Dest:n13): {n50=8}
Y72(CreateFrom:n22,Dest:n24): {n22=8}
Y4515(CreateFrom:n94,Dest:n43): {n94=8}
Y2295(CreateFrom:n33,Dest:n2): {n33=8}
Y73(CreateFrom:n82,Dest:n74): {n82=8}
Y4516(CreateFrom:n53,Dest:n65): {n65=0, n53=0}
Y3063(CreateFrom:n69,Dest:n28): {n69=8}
Y78(CreateFrom:n6,Dest:n83): {n6=8}
Y3062(CreateFrom:n7,Dest:n33): {n7=8}
Y79(CreateFrom:n31,Dest:n96): {n31=8}
Y3061(CreateFrom:n77,Dest:n89): {n77=8}
Y2298(CreateFrom:n17,Dest:n12): {n17=8}
Y76(CreateFrom:n28,Dest:n3): {n28=8}
Y3060(CreateFrom:n16,Dest:n97): {n16=8}
Y2299(CreateFrom:n12,Dest:n17): {n12=8}
Y77(CreateFrom:n68,Dest:n25): {n68=8}
Y3067(CreateFrom:n65,Dest:n69): {n65=8}
Y3066(CreateFrom:n15,Dest:n18): {n15=8}
Y3065(CreateFrom:n40,Dest:n38): {n40=8}
Y3064(CreateFrom:n11,Dest:n21): {n11=8}
Y4507(CreateFrom:n57,Dest:n81): {n57=8}
Y4506(CreateFrom:n31,Dest:n37): {n31=8}
Y4509(CreateFrom:n85,Dest:n17): {n85=8}
Y4508(CreateFrom:n10,Dest:n51): {n10=8}
Y3058(CreateFrom:n58,Dest:n19): {n58=8}
Y4500(CreateFrom:n0,Dest:n56): {n0=8}
Y3057(CreateFrom:n21,Dest:n82): {n21=8}
Y2280(CreateFrom:n80,Dest:n65): {n92=1, n87=1, n80=2, n65=0, n83=1, n59=1}
Y4501(CreateFrom:n13,Dest:n82): {n13=8}
Y2281(CreateFrom:n74,Dest:n79): {n74=8}
Y3059(CreateFrom:n27,Dest:n45): {n27=8}
Y2282(CreateFrom:n70,Dest:n55): {n70=8}
Y60(CreateFrom:n50,Dest:n59): {n50=8}
Y2283(CreateFrom:n46,Dest:n59): {n46=6, n89=1, n59=0}
Y61(CreateFrom:n44,Dest:n20): {n44=8}
Y4504(CreateFrom:n44,Dest:n86): {n3=1, n44=6, n86=0}
Y2284(CreateFrom:n47,Dest:n29): {n47=8}
Y62(CreateFrom:n30,Dest:n45): {n30=8}
Y4505(CreateFrom:n85,Dest:n11): {n85=8}
Y2285(CreateFrom:n83,Dest:n93): {n83=8}
Y63(CreateFrom:n50,Dest:n14): {n50=8}
Y4502(CreateFrom:n39,Dest:n46): {n39=8}
Y2286(CreateFrom:n84,Dest:n83): {n84=8}
Y64(CreateFrom:n88,Dest:n59): {n88=8}
Y4503(CreateFrom:n83,Dest:n47): {n83=8}
Y3050(CreateFrom:n17,Dest:n78): {n17=8}
Y2287(CreateFrom:n3,Dest:n95): {n3=8}
Y65(CreateFrom:n64,Dest:n52): {n64=8}
Y2288(CreateFrom:n40,Dest:n57): {n40=8}
Y66(CreateFrom:n8,Dest:n30): {n8=8}
Y3052(CreateFrom:n68,Dest:n16): {n68=8}
Y2289(CreateFrom:n73,Dest:n95): {n73=8}
Y67(CreateFrom:n73,Dest:n33): {n73=8}
Y3051(CreateFrom:n15,Dest:n68): {n15=8}
Y68(CreateFrom:n0,Dest:n45): {n0=8}
Y3054(CreateFrom:n9,Dest:n36): {n9=8}
Y69(CreateFrom:n73,Dest:n97): {n73=8}
Y3053(CreateFrom:n11,Dest:n8): {n11=8}
Y3056(CreateFrom:n19,Dest:n83): {n19=8}
Y3055(CreateFrom:n20,Dest:n79): {n20=8}
Y52(CreateFrom:n87,Dest:n34): {n87=8}
Y4535(CreateFrom:n79,Dest:n22): {n22=0, n77=1, n47=1, n79=3}
Y53(CreateFrom:n63,Dest:n94): {n63=8}
Y4536(CreateFrom:n67,Dest:n26): {n67=8}
Y50(CreateFrom:n40,Dest:n33): {n40=8}
Y4537(CreateFrom:n28,Dest:n24): {n28=8}
Y51(CreateFrom:n7,Dest:n47): {n7=8}
Y4538(CreateFrom:n91,Dest:n58): {n91=8}
Y4531(CreateFrom:n42,Dest:n59): {n42=0, n59=0}
Y4532(CreateFrom:n80,Dest:n58): {n80=8}
Y4533(CreateFrom:n76,Dest:n90): {n76=6, n90=0, n81=1}
Y4534(CreateFrom:n0,Dest:n49): {n0=8}
Y3089(CreateFrom:n85,Dest:n84): {n85=8}
Y3088(CreateFrom:n37,Dest:n73): {n37=8}
Y58(CreateFrom:n62,Dest:n6): {n62=8}
Y3087(CreateFrom:n89,Dest:n93): {n89=8}
Y59(CreateFrom:n41,Dest:n87): {n41=8}
Y3086(CreateFrom:n28,Dest:n97): {n28=8}
Y4530(CreateFrom:n96,Dest:n93): {n96=8}
Y56(CreateFrom:n1,Dest:n73): {n1=8}
Y3085(CreateFrom:n3,Dest:n51): {n3=8}
Y57(CreateFrom:n22,Dest:n96): {n22=8}
Y3084(CreateFrom:n55,Dest:n83): {n55=8}
Y54(CreateFrom:n38,Dest:n26): {n38=8}
Y3083(CreateFrom:n94,Dest:n27): {n94=8}
Y55(CreateFrom:n2,Dest:n34): {n2=8}
Y3082(CreateFrom:n76,Dest:n66): {n76=8}
Y3080(CreateFrom:n59,Dest:n9): {n59=8}
Y3081(CreateFrom:n45,Dest:n8): {n45=8}
Y4529(CreateFrom:n16,Dest:n17): {n16=8}
Y4528(CreateFrom:n30,Dest:n54): {n30=8}
Y4526(CreateFrom:n5,Dest:n93): {n5=8}
Y40(CreateFrom:n11,Dest:n62): {n11=8}
Y4527(CreateFrom:n50,Dest:n86): {n43=1, n86=0, n50=5}
Y41(CreateFrom:n60,Dest:n35): {n60=8}
Y4524(CreateFrom:n2,Dest:n5): {n2=8}
Y42(CreateFrom:n96,Dest:n89): {n96=8}
Y4525(CreateFrom:n77,Dest:n36): {n77=8}
Y4522(CreateFrom:n43,Dest:n33): {n43=8}
Y3079(CreateFrom:n88,Dest:n18): {n88=8}
Y4523(CreateFrom:n49,Dest:n48): {n49=8}
Y4520(CreateFrom:n65,Dest:n71): {n65=8}
Y4521(CreateFrom:n51,Dest:n52): {n51=8}
Y47(CreateFrom:n49,Dest:n16): {n49=8}
Y3076(CreateFrom:n10,Dest:n53): {n10=8}
Y48(CreateFrom:n84,Dest:n59): {n84=8}
Y3075(CreateFrom:n75,Dest:n16): {n75=8}
Y49(CreateFrom:n28,Dest:n47): {n28=8}
Y3078(CreateFrom:n80,Dest:n61): {n80=8}
Y3077(CreateFrom:n63,Dest:n75): {n63=8}
Y3072(CreateFrom:n19,Dest:n78): {n19=8}
Y43(CreateFrom:n91,Dest:n90): {n91=8}
Y3071(CreateFrom:n29,Dest:n56): {n29=8}
Y44(CreateFrom:n62,Dest:n20): {n62=8}
Y45(CreateFrom:n45,Dest:n35): {n45=8}
Y3074(CreateFrom:n11,Dest:n26): {n11=8}
Y46(CreateFrom:n53,Dest:n32): {n53=8}
Y3073(CreateFrom:n67,Dest:n46): {n67=8}
Y3070(CreateFrom:n46,Dest:n40): {n46=8}
Y4519(CreateFrom:n22,Dest:n88): {n22=8}
Y4518(CreateFrom:n21,Dest:n61): {n21=0, n47=1}
Y4517(CreateFrom:n54,Dest:n34): {n34=0, n54=8}
Y35(CreateFrom:n50,Dest:n44): {n50=8}
Y5286(CreateFrom:n36,Dest:n40): {n36=8}
Y34(CreateFrom:n0,Dest:n69): {n0=8}
Y5287(CreateFrom:n43,Dest:n36): {n36=0, n43=0, n85=1}
Y33(CreateFrom:n70,Dest:n26): {n70=8}
Y5288(CreateFrom:n5,Dest:n42): {n5=8}
Y32(CreateFrom:n93,Dest:n47): {n93=8}
Y5289(CreateFrom:n47,Dest:n50): {n43=1, n25=1, n47=6}
Y3022(CreateFrom:n14,Dest:n79): {n14=8}
Y39(CreateFrom:n63,Dest:n84): {n63=8}
Y4550(CreateFrom:n95,Dest:n90): {n95=8}
Y5282(CreateFrom:n82,Dest:n42): {n82=8}
Y3023(CreateFrom:n23,Dest:n21): {n23=8}
Y38(CreateFrom:n7,Dest:n60): {n7=8}
Y5283(CreateFrom:n95,Dest:n9): {n95=8}
Y3020(CreateFrom:n11,Dest:n2): {n11=8}
Y37(CreateFrom:n88,Dest:n37): {n88=8}
Y4552(CreateFrom:n90,Dest:n72): {n90=8}
Y5284(CreateFrom:n1,Dest:n13): {n1=8}
Y3021(CreateFrom:n55,Dest:n41): {n55=8}
Y36(CreateFrom:n83,Dest:n63): {n83=8}
Y4551(CreateFrom:n80,Dest:n45): {n80=0, n45=0, n59=1}
Y5285(CreateFrom:n15,Dest:n70): {n15=8}
Y3026(CreateFrom:n97,Dest:n89): {n97=8}
Y4554(CreateFrom:n67,Dest:n23): {n67=8}
Y3027(CreateFrom:n43,Dest:n94): {n43=8}
Y4553(CreateFrom:n29,Dest:n25): {n29=8}
Y3024(CreateFrom:n11,Dest:n75): {n11=8}
Y4556(CreateFrom:n76,Dest:n88): {n76=0, n88=0}
Y3025(CreateFrom:n76,Dest:n56): {n76=8}
Y4555(CreateFrom:n29,Dest:n41): {n29=8}
Y31(CreateFrom:n22,Dest:n43): {n22=8}
Y4558(CreateFrom:n31,Dest:n78): {n31=8}
Y30(CreateFrom:n63,Dest:n74): {n63=8}
Y4557(CreateFrom:n83,Dest:n75): {n83=8}
Y3028(CreateFrom:n46,Dest:n92): {n46=8}
Y3029(CreateFrom:n74,Dest:n69): {n74=8}
Y4559(CreateFrom:n34,Dest:n18): {n34=8}
Y29(CreateFrom:n22,Dest:n43): {n22=8}
Y5281(CreateFrom:n42,Dest:n71): {n71=0, n42=0}
Y5280(CreateFrom:n53,Dest:n91): {n53=8}
Y22(CreateFrom:n59,Dest:n77): {n59=8}
Y5277(CreateFrom:n3,Dest:n36): {n3=8}
Y21(CreateFrom:n84,Dest:n60): {n84=8}
Y5278(CreateFrom:n60,Dest:n19): {n60=8}
Y24(CreateFrom:n18,Dest:n3): {n18=8}
Y5275(CreateFrom:n26,Dest:n50): {n26=8}
Y23(CreateFrom:n84,Dest:n24): {n84=8}
Y5276(CreateFrom:n52,Dest:n83): {n65=1, n83=0, n52=0}
Y26(CreateFrom:n85,Dest:n8): {n85=8}
Y4541(CreateFrom:n29,Dest:n19): {n29=8}
Y5273(CreateFrom:n61,Dest:n3): {n61=8}
Y3010(CreateFrom:n21,Dest:n26): {n21=8}
Y25(CreateFrom:n42,Dest:n3): {n42=8}
Y4540(CreateFrom:n47,Dest:n3): {n3=0, n4=1, n47=0}
Y5274(CreateFrom:n23,Dest:n80): {n23=8}
Y3011(CreateFrom:n57,Dest:n17): {n57=8}
Y28(CreateFrom:n92,Dest:n38): {n92=8}
Y5271(CreateFrom:n46,Dest:n53): {n46=5, n83=1, n53=0, n78=1}
Y3012(CreateFrom:n97,Dest:n52): {n97=8}
Y27(CreateFrom:n71,Dest:n96): {n71=8}
Y5272(CreateFrom:n8,Dest:n13): {n8=8}
Y3013(CreateFrom:n45,Dest:n65): {n45=8}
Y4545(CreateFrom:n1,Dest:n69): {n1=8}
Y3014(CreateFrom:n65,Dest:n0): {n65=8}
Y4544(CreateFrom:n84,Dest:n81): {n84=8}
Y3015(CreateFrom:n97,Dest:n83): {n97=8}
Y4543(CreateFrom:n37,Dest:n53): {n37=8}
Y3016(CreateFrom:n94,Dest:n91): {n94=8}
Y4542(CreateFrom:n93,Dest:n37): {n93=8}
Y3017(CreateFrom:n33,Dest:n66): {n33=8}
Y4549(CreateFrom:n42,Dest:n49): {n42=6, n49=0, n75=1}
Y3018(CreateFrom:n81,Dest:n87): {n81=8}
Y4548(CreateFrom:n43,Dest:n88): {n43=0, n74=1, n88=0, n81=1}
Y3019(CreateFrom:n42,Dest:n34): {n42=8}
Y20(CreateFrom:n69,Dest:n8): {n69=8}
Y4547(CreateFrom:n78,Dest:n10): {n78=8}
Y5279(CreateFrom:n49,Dest:n28): {n49=8}
Y4546(CreateFrom:n56,Dest:n7): {n56=8}
Y4539(CreateFrom:n61,Dest:n65): {n65=0, n61=6, n0=1}
Y18(CreateFrom:n71,Dest:n27): {n71=8}
Y5270(CreateFrom:n37,Dest:n79): {n37=8}
Y19(CreateFrom:n4,Dest:n83): {n4=8}
Y3044(CreateFrom:n88,Dest:n26): {n88=8}
Y17(CreateFrom:n46,Dest:n58): {n46=8}
Y4572(CreateFrom:n93,Dest:n85): {n93=8}
Y3045(CreateFrom:n9,Dest:n89): {n9=8}
Y16(CreateFrom:n12,Dest:n26): {n12=8}
Y4571(CreateFrom:n42,Dest:n58): {n42=8}
Y3042(CreateFrom:n97,Dest:n14): {n97=8}
Y15(CreateFrom:n29,Dest:n72): {n29=8}
Y4574(CreateFrom:n14,Dest:n23): {n14=8}
Y3043(CreateFrom:n68,Dest:n44): {n68=8}
Y14(CreateFrom:n4,Dest:n64): {n4=8}
Y4573(CreateFrom:n18,Dest:n56): {n18=8}
Y3040(CreateFrom:n2,Dest:n80): {n2=8}
Y13(CreateFrom:n54,Dest:n87): {n54=8}
Y3041(CreateFrom:n96,Dest:n16): {n25=1, n16=0, n96=6}
Y12(CreateFrom:n40,Dest:n46): {n40=8}
Y11(CreateFrom:n7,Dest:n77): {n7=8}
Y4570(CreateFrom:n71,Dest:n62): {n71=8}
Y10(CreateFrom:n95,Dest:n92): {n95=8}
Y4579(CreateFrom:n31,Dest:n15): {n31=8}
Y3048(CreateFrom:n22,Dest:n70): {n22=8}
Y4576(CreateFrom:n23,Dest:n29): {n23=8}
Y3049(CreateFrom:n40,Dest:n72): {n40=8}
Y4575(CreateFrom:n37,Dest:n44): {n37=8}
Y3046(CreateFrom:n14,Dest:n4): {n14=8}
Y4578(CreateFrom:n81,Dest:n68): {n81=8}
Y3047(CreateFrom:n88,Dest:n76): {n88=8}
Y4577(CreateFrom:n48,Dest:n57): {n48=8}
Y3031(CreateFrom:n94,Dest:n6): {n94=8}
Y4563(CreateFrom:n74,Dest:n56): {n74=8}
Y5295(CreateFrom:n80,Dest:n91): {n80=8}
Y3032(CreateFrom:n88,Dest:n76): {n88=8}
Y4562(CreateFrom:n19,Dest:n3): {n19=8}
Y5296(CreateFrom:n69,Dest:n88): {n69=7, n88=0, n53=0}
Y3033(CreateFrom:n92,Dest:n16): {n92=8}
Y4561(CreateFrom:n55,Dest:n83): {n81=1, n55=0}
Y5293(CreateFrom:n79,Dest:n88): {n79=8}
Y3034(CreateFrom:n40,Dest:n84): {n40=8}
Y4560(CreateFrom:n57,Dest:n39): {n39=0, n57=0}
Y5294(CreateFrom:n50,Dest:n76): {n44=1, n76=0, n50=6}
Y5299(CreateFrom:n94,Dest:n69): {n94=8}
Y5297(CreateFrom:n27,Dest:n50): {n27=8}
Y3030(CreateFrom:n43,Dest:n65): {n43=8}
Y5298(CreateFrom:n9,Dest:n88): {n9=8}
Y3039(CreateFrom:n75,Dest:n43): {n75=8}
Y4569(CreateFrom:n32,Dest:n14): {n32=8}
Y4568(CreateFrom:n95,Dest:n9): {n95=8}
Y3035(CreateFrom:n33,Dest:n7): {n33=8}
Y4567(CreateFrom:n4,Dest:n87): {n4=8}
Y3036(CreateFrom:n73,Dest:n89): {n73=8}
Y4566(CreateFrom:n60,Dest:n76): {n60=8}
Y3037(CreateFrom:n80,Dest:n7): {n80=8}
Y4565(CreateFrom:n67,Dest:n3): {n67=8}
Y3038(CreateFrom:n90,Dest:n16): {n90=8}
Y4564(CreateFrom:n42,Dest:n1): {n42=8}
Y5292(CreateFrom:n32,Dest:n4): {n32=8}
Y5291(CreateFrom:n42,Dest:n53): {n42=8}
Y5290(CreateFrom:n4,Dest:n1): {n4=8}
Y5133(CreateFrom:n23,Dest:n49): {n23=8}
Y5132(CreateFrom:n1,Dest:n93): {n1=8}
Y5135(CreateFrom:n70,Dest:n29): {n70=8}
Y5134(CreateFrom:n39,Dest:n43): {n39=8}
Y5131(CreateFrom:n91,Dest:n53): {n91=8}
Y5130(CreateFrom:n94,Dest:n5): {n94=8}
Y5137(CreateFrom:n59,Dest:n81): {n59=8}
Y5136(CreateFrom:n73,Dest:n51): {n73=8}
Y5139(CreateFrom:n79,Dest:n19): {n79=8}
Y5138(CreateFrom:n26,Dest:n15): {n26=8}
Y5146(CreateFrom:n34,Dest:n60): {n34=8}
Y5145(CreateFrom:n20,Dest:n27): {n20=8}
Y5144(CreateFrom:n41,Dest:n88): {n41=8}
Y5143(CreateFrom:n30,Dest:n89): {n30=8}
Y5142(CreateFrom:n62,Dest:n14): {n62=8}
Y5141(CreateFrom:n74,Dest:n43): {n43=0, n61=1, n74=6}
Y5140(CreateFrom:n80,Dest:n34): {n80=8}
Y5149(CreateFrom:n16,Dest:n96): {n16=8}
Y5148(CreateFrom:n1,Dest:n80): {n1=8}
Y5147(CreateFrom:n53,Dest:n76): {n76=0, n53=0}
Y5111(CreateFrom:n82,Dest:n72): {n82=8}
Y5110(CreateFrom:n91,Dest:n72): {n91=8}
Y5113(CreateFrom:n71,Dest:n25): {n71=8}
Y5112(CreateFrom:n81,Dest:n0): {n81=8}
Y5115(CreateFrom:n54,Dest:n35): {n54=8}
Y5114(CreateFrom:n13,Dest:n27): {n13=8}
Y5117(CreateFrom:n35,Dest:n3): {n35=8}
Y5116(CreateFrom:n81,Dest:n71): {n71=0, n81=8}
Y5119(CreateFrom:n8,Dest:n42): {n8=8}
Y5118(CreateFrom:n76,Dest:n8): {n76=8}
Y5120(CreateFrom:n58,Dest:n35): {n58=8}
Y5124(CreateFrom:n91,Dest:n6): {n91=8}
Y5123(CreateFrom:n22,Dest:n19): {n22=8}
Y5122(CreateFrom:n22,Dest:n78): {n22=8}
Y5121(CreateFrom:n32,Dest:n44): {n32=8}
Y5128(CreateFrom:n40,Dest:n58): {n40=8}
Y5127(CreateFrom:n32,Dest:n85): {n32=8}
Y5126(CreateFrom:n3,Dest:n56): {n3=8}
Y5125(CreateFrom:n26,Dest:n12): {n26=8}
Y5129(CreateFrom:n27,Dest:n1): {n27=8}
Y6618(CreateFrom:n58,Dest:n29): {n58=8}
Y6619(CreateFrom:n55,Dest:n66): {n55=8}
Y6628(CreateFrom:n31,Dest:n78): {n31=8}
Y6627(CreateFrom:n82,Dest:n36): {n82=8}
Y6626(CreateFrom:n13,Dest:n64): {n13=8}
Y6625(CreateFrom:n49,Dest:n57): {n49=8}
Y6624(CreateFrom:n34,Dest:n14): {n34=8}
Y6623(CreateFrom:n1,Dest:n82): {n1=8}
Y6622(CreateFrom:n32,Dest:n59): {n32=8}
Y6621(CreateFrom:n51,Dest:n24): {n51=8}
Y6620(CreateFrom:n76,Dest:n83): {n76=8}
Y6629(CreateFrom:n6,Dest:n79): {n6=8}
Y6637(CreateFrom:n83,Dest:n54): {n83=8}
Y5109(CreateFrom:n58,Dest:n7): {n58=8}
Y6636(CreateFrom:n3,Dest:n36): {n3=8}
Y6639(CreateFrom:n9,Dest:n22): {n9=8}
Y5107(CreateFrom:n96,Dest:n80): {n96=8}
Y6638(CreateFrom:n29,Dest:n50): {n29=3, n48=1, n50=0, n55=1}
Y5108(CreateFrom:n63,Dest:n95): {n63=8}
Y6633(CreateFrom:n23,Dest:n95): {n23=8}
Y5105(CreateFrom:n17,Dest:n1): {n17=8}
Y6632(CreateFrom:n1,Dest:n47): {n1=8}
Y5106(CreateFrom:n82,Dest:n11): {n82=8}
Y6635(CreateFrom:n52,Dest:n56): {n52=8}
Y5103(CreateFrom:n77,Dest:n92): {n77=8}
Y6634(CreateFrom:n40,Dest:n23): {n40=8}
Y5104(CreateFrom:n60,Dest:n47): {n46=1, n28=1, n47=0, n60=5}
Y5101(CreateFrom:n40,Dest:n14): {n40=8}
Y5102(CreateFrom:n89,Dest:n25): {n89=8}
Y6631(CreateFrom:n6,Dest:n64): {n6=8}
Y6630(CreateFrom:n33,Dest:n20): {n33=8}
Y5100(CreateFrom:n14,Dest:n25): {n14=8}
Y6602(CreateFrom:n35,Dest:n78): {n35=8}
Y6601(CreateFrom:n37,Dest:n75): {n37=8}
Y6600(CreateFrom:n65,Dest:n3): {n65=8}
Y6606(CreateFrom:n90,Dest:n0): {n38=1, n0=0, n90=6}
Y6605(CreateFrom:n87,Dest:n9): {n87=8}
Y6604(CreateFrom:n72,Dest:n97): {n72=8}
Y6603(CreateFrom:n84,Dest:n3): {n84=8}
Y6607(CreateFrom:n5,Dest:n32): {n5=8}
Y6608(CreateFrom:n84,Dest:n56): {n84=8}
Y6609(CreateFrom:n21,Dest:n68): {n21=8}
Y6611(CreateFrom:n59,Dest:n71): {n59=8}
Y6610(CreateFrom:n72,Dest:n48): {n72=8}
Y6613(CreateFrom:n56,Dest:n86): {n56=8}
Y6612(CreateFrom:n39,Dest:n48): {n39=8}
Y6615(CreateFrom:n44,Dest:n81): {n44=8}
Y6614(CreateFrom:n45,Dest:n3): {n3=0, n40=1, n48=1, n45=5}
Y6617(CreateFrom:n33,Dest:n41): {n33=8}
Y6616(CreateFrom:n85,Dest:n41): {n85=8}
Y6661(CreateFrom:n10,Dest:n15): {n10=8}
Y6662(CreateFrom:n16,Dest:n97): {n16=8}
Y6663(CreateFrom:n22,Dest:n62): {n22=8}
Y6664(CreateFrom:n67,Dest:n9): {n67=8}
Y6660(CreateFrom:n5,Dest:n45): {n5=8}
Y6669(CreateFrom:n37,Dest:n43): {n37=8}
Y6665(CreateFrom:n83,Dest:n45): {n83=8}
Y6666(CreateFrom:n29,Dest:n42): {n29=8}
Y6667(CreateFrom:n52,Dest:n97): {n52=8}
Y6668(CreateFrom:n84,Dest:n62): {n84=8}
Y6674(CreateFrom:n27,Dest:n33): {n27=8}
Y6675(CreateFrom:n68,Dest:n45): {n87=1, n38=1, n68=0, n45=0}
Y6672(CreateFrom:n82,Dest:n36): {n82=8}
Y6673(CreateFrom:n88,Dest:n95): {n88=8}
Y6670(CreateFrom:n60,Dest:n79): {n60=0, n79=0}
Y6671(CreateFrom:n15,Dest:n63): {n15=8}
Y6678(CreateFrom:n95,Dest:n35): {n95=8}
Y6679(CreateFrom:n20,Dest:n48): {n20=8}
Y6676(CreateFrom:n32,Dest:n18): {n32=8}
Y6677(CreateFrom:n49,Dest:n93): {n49=8}
Y6640(CreateFrom:n66,Dest:n21): {n66=8}
Y6641(CreateFrom:n29,Dest:n44): {n29=8}
Y6642(CreateFrom:n43,Dest:n5): {n43=8}
Y6643(CreateFrom:n5,Dest:n14): {n5=8}
Y6644(CreateFrom:n79,Dest:n9): {n79=8}
Y6645(CreateFrom:n95,Dest:n87): {n95=8}
Y6646(CreateFrom:n55,Dest:n43): {n55=8}
Y6647(CreateFrom:n87,Dest:n66): {n87=8}
Y6648(CreateFrom:n40,Dest:n80): {n40=8}
Y6649(CreateFrom:n74,Dest:n9): {n74=8}
Y6652(CreateFrom:n81,Dest:n55): {n81=8}
Y6653(CreateFrom:n72,Dest:n47): {n72=0, n47=0}
Y6650(CreateFrom:n13,Dest:n85): {n13=8}
Y6651(CreateFrom:n60,Dest:n72): {n72=0, n60=7, n14=1}
Y6656(CreateFrom:n38,Dest:n88): {n38=8}
Y6657(CreateFrom:n25,Dest:n9): {n25=8}
Y6654(CreateFrom:n96,Dest:n89): {n96=8}
Y6655(CreateFrom:n3,Dest:n30): {n3=8}
Y6658(CreateFrom:n46,Dest:n30): {n46=8}
Y6659(CreateFrom:n65,Dest:n58): {n65=8}
Y2420(CreateFrom:n19,Dest:n17): {n17=0, n19=0}
Y2422(CreateFrom:n55,Dest:n0): {n55=8}
Y2421(CreateFrom:n69,Dest:n70): {n69=8}
Y2424(CreateFrom:n40,Dest:n20): {n40=8}
Y2423(CreateFrom:n45,Dest:n74): {n45=8}
Y2426(CreateFrom:n23,Dest:n18): {n23=8}
Y2425(CreateFrom:n88,Dest:n44): {n88=8}
Y2416(CreateFrom:n76,Dest:n3): {n76=8}
Y2417(CreateFrom:n5,Dest:n97): {n5=8}
Y2418(CreateFrom:n50,Dest:n87): {n50=8}
Y2419(CreateFrom:n60,Dest:n96): {n60=8}
Y2433(CreateFrom:n47,Dest:n70): {n47=8}
Y2432(CreateFrom:n2,Dest:n78): {n23=1, n87=1, n2=1, n27=1, n74=1, n78=0}
Y2431(CreateFrom:n47,Dest:n19): {n47=8}
Y2430(CreateFrom:n70,Dest:n62): {n70=8}
Y2437(CreateFrom:n14,Dest:n13): {n14=8}
Y2436(CreateFrom:n27,Dest:n84): {n27=8}
Y2435(CreateFrom:n89,Dest:n28): {n89=8}
Y2434(CreateFrom:n28,Dest:n2): {n28=8}
Y2429(CreateFrom:n43,Dest:n76): {n43=8}
Y2427(CreateFrom:n72,Dest:n88): {n72=8}
Y2428(CreateFrom:n31,Dest:n16): {n31=8}
Y6688(CreateFrom:n76,Dest:n52): {n76=8}
Y6687(CreateFrom:n15,Dest:n55): {n15=7, n12=1}
Y6689(CreateFrom:n27,Dest:n2): {n27=8}
Y6680(CreateFrom:n35,Dest:n73): {n35=8}
Y2402(CreateFrom:n12,Dest:n44): {n12=8}
Y2401(CreateFrom:n71,Dest:n96): {n71=8}
Y6682(CreateFrom:n83,Dest:n86): {n83=8}
Y2404(CreateFrom:n0,Dest:n46): {n46=0, n0=0}
Y6681(CreateFrom:n47,Dest:n50): {n47=8}
Y2403(CreateFrom:n62,Dest:n6): {n62=8}
Y6684(CreateFrom:n7,Dest:n36): {n7=8}
Y6683(CreateFrom:n14,Dest:n76): {n14=8}
Y6686(CreateFrom:n74,Dest:n46): {n74=8}
Y2400(CreateFrom:n77,Dest:n44): {n77=8}
Y6685(CreateFrom:n89,Dest:n65): {n89=8}
Y502(CreateFrom:n0,Dest:n53): {n0=8}
Y503(CreateFrom:n30,Dest:n40): {n30=8}
Y500(CreateFrom:n59,Dest:n36): {n59=8}
Y501(CreateFrom:n90,Dest:n13): {n90=8}
Y6699(CreateFrom:n80,Dest:n26): {n80=8}
Y6698(CreateFrom:n13,Dest:n10): {n13=8}
Y6693(CreateFrom:n5,Dest:n25): {n5=8}
Y2415(CreateFrom:n14,Dest:n88): {n14=8}
Y6692(CreateFrom:n0,Dest:n60): {n60=0, n0=0, n55=1}
Y2414(CreateFrom:n91,Dest:n94): {n91=8}
Y6691(CreateFrom:n59,Dest:n3): {n59=8}
Y2413(CreateFrom:n52,Dest:n56): {n52=8}
Y6690(CreateFrom:n50,Dest:n80): {n80=0, n75=1, n50=0}
Y2412(CreateFrom:n9,Dest:n35): {n9=0, n35=0}
Y6697(CreateFrom:n55,Dest:n37): {n37=0, n55=8}
Y2411(CreateFrom:n41,Dest:n69): {n41=8}
Y6696(CreateFrom:n33,Dest:n19): {n33=8}
Y2410(CreateFrom:n97,Dest:n69): {n97=8}
Y6695(CreateFrom:n24,Dest:n8): {n24=8}
Y6694(CreateFrom:n32,Dest:n3): {n32=8}
Y2409(CreateFrom:n97,Dest:n92): {n97=0, n92=0}
Y2407(CreateFrom:n30,Dest:n34): {n30=8}
Y2408(CreateFrom:n40,Dest:n60): {n40=8}
Y2405(CreateFrom:n73,Dest:n20): {n73=8}
Y2406(CreateFrom:n31,Dest:n30): {n31=8}
Y514(CreateFrom:n68,Dest:n33): {n68=8}
Y513(CreateFrom:n13,Dest:n79): {n13=8}
Y512(CreateFrom:n11,Dest:n37): {n11=8}
Y511(CreateFrom:n6,Dest:n61): {n6=8}
Y510(CreateFrom:n34,Dest:n61): {n34=8}
Y2357(CreateFrom:n15,Dest:n30): {n15=8}
Y4496(CreateFrom:n18,Dest:n22): {n18=8}
Y2358(CreateFrom:n6,Dest:n70): {n6=8}
Y4497(CreateFrom:n30,Dest:n36): {n30=8}
Y2359(CreateFrom:n8,Dest:n75): {n8=8}
Y4494(CreateFrom:n56,Dest:n47): {n56=8}
Y4495(CreateFrom:n47,Dest:n92): {n92=0, n47=0}
Y2353(CreateFrom:n23,Dest:n9): {n23=8}
Y4492(CreateFrom:n45,Dest:n60): {n45=8}
